"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SE.SEC.ENRL","Secondary education, pupils","Secondary education pupils is the total number of pupils enrolled at secondary level in public and private schools.","UNESCO Institute for Statistics (http://uis.unesco.org/). Data as of September 2020.",
